CSC-300-05-2194,6809,Lec,"Sakellariou, N",TR,04:10 PM,05:30 PM,N/A,35,34,3
CSC-300-06-2194,6810,Lab,"Sakellariou, N",TR,05:40 PM,07:00 PM,N/A,35,34,3
CSC-305-01-2194,6871,Lec,"Staley, C",MWF,08:10 AM,09:00 AM,N/A,35,31,2
CSC-305-02-2194,6872,Lab,"Staley, C",MWF,09:10 AM,10:00 AM,N/A,35,31,2
CSC-307-01-2194,6793,Lec,"Bahrami Zanjani, M",TR,01:40 PM,03:00 PM,N/A,36,37,0
CSC-307-02-2194,6794,Lab,"Bahrami Zanjani, M",TR,03:10 PM,04:30 PM,N/A,36,37,0
CSC-307-03-2194,6795,Lec,"Bahrami Zanjani, M",TR,04:40 PM,06:00 PM,N/A,30,27,0
CSC-307-04-2194,6796,Lab,"Bahrami Zanjani, M",TR,06:10 PM,07:30 PM,N/A,30,27,0
CSC-309-01-2194,6798,Lec,"Falessi, D",MWF,10:10 AM,11:00 AM,N/A,27,26,2
CSC-309-02-2194,6799,Lab,"Falessi, D",MWF,11:10 AM,12:00 PM,N/A,27,26,2
CSC-309-03-2194,6800,Lec,"Falessi, D",MWF,02:10 PM,03:00 PM,N/A,27,27,2
CSC-309-04-2194,6801,Lab,"Falessi, D",MWF,03:10 PM,04:00 PM,N/A,27,27,2
CSC-323-01-2194,8072,Lec,"Peterson, Z",TR,09:40 AM,11:00 AM,N/A,35,32,0
CSC-323-02-2194,8073,Lab,"Peterson, Z",TR,12:10 PM,01:30 PM,N/A,35,39,1
CSC-323-03-2194,8074,Lec,"Peterson, Z",TR,01:40 PM,03:00 PM,N/A,35,33,1
CSC-323-04-2194,8075,Lab,"Peterson, Z",TR,03:10 PM,04:30 PM,N/A,35,35,3
CSC-348-01-2194,6973,Lec,"Siu, C",TR,07:10 AM,09:00 AM,N/A,35,30,1
CSC-348-02-2194,6974,Lec,"Vakalis, I",MW,02:10 PM,04:00 PM,N/A,35,31,0
CSC-348-03-2194,6975,Lec,"Ventura, J",MW,02:10 PM,04:00 PM,N/A,35,41,7
CSC-348-04-2194,6976,Lec,"Vakalis, I",MW,04:10 PM,06:00 PM,N/A,35,41,7
CSC-348-05-2194,8045,Lec,"Grishchenko, S",MTRF,01:10 PM,02:00 PM,N/A,35,35,2
CSC-348-06-2194,8046,Lec,"Ventura, J",TR,02:10 PM,04:00 PM,N/A,35,35,2
CSC-349-01-2194,6819,Lec,"Migler-VonDollen, T",MWF,08:10 AM,09:00 AM,N/A,35,39,6
CSC-349-02-2194,6820,Lab,"Migler-VonDollen, T",MWF,09:10 AM,10:00 AM,N/A,35,39,6
CSC-349-03-2194,6821,Lec,"Gharibyan, H",MWF,09:10 AM,10:00 AM,N/A,35,34,1
CSC-349-04-2194,6822,Lab,"Gharibyan, H",MWF,10:10 AM,11:00 AM,N/A,35,34,1
CSC-349-05-2194,6823,Lec,"Migler-VonDollen, T",MWF,10:10 AM,11:00 AM,N/A,N/A,44,35
CSC-349-06-2194,6824,Lab,"Migler-VonDollen, T",MWF,11:10 AM,12:00 PM,N/A,20,30,35
CSC-349-07-2194,8047,Lec,"Gharibyan, H",MWF,07:10 AM,08:00 AM,N/A,20,36,35
CSC-349-08-2194,8048,Lab,"Gharibyan, H",MWF,08:10 AM,09:00 AM,N/A,22,30,35
CSC-365-03-2194,****,Lec,N/A,N/A,N/A,N/A,N/A,22,40,35
CSC-365-04-2194,****,Lab,N/A,N/A,N/A,N/A,N/A,10,16,35
CSC-365-05-2194,8719,Lec,"Kuboi, T",TR,09:40 AM,11:00 AM,N/A,10,35,35
CSC-365-06-2194,8720,Lab,"Kuboi, T",TR,12:10 PM,01:30 PM,N/A,10,30,35
CSC-365-07-2194,8721,Lec,"Kuboi, T",TR,01:40 PM,03:00 PM,N/A,10,N/A,20
CSC-365-08-2194,8722,Lab,"Kuboi, T",TR,03:10 PM,04:30 PM,N/A,0,N/A,N/A
CSC-366-01-2194,8794,Lec,"Von Dollen, A",MWF,09:10 AM,10:00 AM,N/A,N/A,N/A,N/A
CSC-366-02-2194,8795,Lab,"Von Dollen, A",MWF,10:10 AM,11:00 AM,N/A,N/A,N/A,N/A
CSC-400-01-2194,6858,Lec,"Dekhtyar, A",MWF,11:10 AM,12:00 PM,N/A,N/A,N/A,N/A
CSC-400-02-2194,6859,Lab,"Dekhtyar, A",MWF,12:10 PM,01:00 PM,N/A,29,0,0
CSC-400-03-2194,1467,Ind,"Falessi, D",N/A,N/A,N/A,N/A,29,0,0
CSC-400-04-2194,****,Ind,"Ventura, J",N/A,N/A,N/A,N/A,31,0,0
CSC-400-05-2194,****,Ind,"Wood, Z",N/A,N/A,N/A,N/A,31,0,0
CSC-400-06-2194,****,Ind,"Kurfess, F",N/A,N/A,N/A,N/A,20,0,6
CSC-400-07-2194,****,Ind,"Haungs, M",N/A,N/A,N/A,N/A,20,0,6
CSC-400-08-2194,****,Ind,"Lupo, C",N/A,N/A,N/A,N/A,39,6,10
CSC-400-09-2194,****,Ind,"DeBruhl II, B",N/A,N/A,N/A,N/A,39,6,10
CSC-400-10-2194,****,Ind,N/A,N/A,N/A,N/A,N/A,34,1,8
CSC-400-11-2194,****,Ind,"Dekhtyar, A",N/A,N/A,N/A,N/A,34,1,8
CSC-400-12-2194,****,Ind,"Bellardo, J",N/A,N/A,N/A,N/A,34,4,6
CSC-400-13-2194,****,Ind,"Gharibyan, H",N/A,N/A,N/A,N/A,34,4,6
CSC-400-14-2194,****,Ind,"Da Silva, B",N/A,N/A,N/A,N/A,34,2,8
CSC-400-15-2194,****,Ind,N/A,N/A,N/A,N/A,N/A,34,2,8
CSC-400-16-2194,****,Ind,N/A,N/A,N/A,N/A,N/A,32,0,14
CSC-400-17-2194,****,Ind,N/A,N/A,N/A,N/A,N/A,32,0,14
CSC-400-18-2194,****,Ind,N/A,N/A,N/A,N/A,N/A,32,1,19
CSC-406-01-2194,****,Ind,N/A,N/A,N/A,N/A,N/A,32,1,19
CSC-406-02-2194,****,Ind,N/A,N/A,N/A,N/A,N/A,34,10,14
CSC-406-03-2194,6760,Lec,"Janzen, D",TR,08:10 AM,09:30 AM,N/A,34,2,4
CSC-406-04-2194,6761,Lab,"Janzen, D",TR,09:40 AM,11:00 AM,N/A,34,2,4
CSC-424-01-2194,6762,Lec,"Janzen, D",TR,12:10 PM,01:30 PM,N/A,29,0,13
CSC-424-02-2194,6763,Lab,"Janzen, D",TR,01:40 PM,03:00 PM,N/A,29,0,13
CSC-430-01-2194,8070,Lec,"Nico, P",MWF,12:10 PM,01:00 PM,N/A,20,0,8
CSC-430-02-2194,8071,Lab,"Nico, P",MWF,02:10 PM,03:00 PM,N/A,20,0,8
CSC-431-01-2194,6837,Lec,"Clements, J",MWF,09:10 AM,10:00 AM,N/A,15,0,2
CSC-431-02-2194,6838,Lab,"Clements, J",MWF,11:10 AM,12:00 PM,N/A,15,0,2
CSC-431-03-2194,6839,Lec,"Lupo, C",MWF,08:10 AM,09:00 AM,N/A,34,2,18
CSC-431-04-2194,6840,Lab,"Lupo, C",MWF,09:10 AM,10:00 AM,N/A,34,2,18
CSC-431-05-2194,6841,Lec,"Keen, A",MWF,11:10 AM,12:00 PM,N/A,33,9,20
CSC-431-06-2194,6842,Lab,"Keen, A",MWF,12:10 PM,01:00 PM,N/A,33,9,20
CSC-431-07-2194,6843,Lec,"Clements, J",MWF,02:10 PM,03:00 PM,N/A,13,0,1
CSC-431-08-2194,6844,Lab,"Clements, J",MWF,03:10 PM,04:00 PM,N/A,13,0,1
CSC-436-01-2194,8715,Lec,"Keen, A",MWF,03:10 PM,04:00 PM,N/A,35,2,8
CSC-436-02-2194,8716,Lab,"Keen, A",MWF,04:10 PM,05:00 PM,N/A,35,2,8
CSC-445-01-2194,6867,Lec,"Scovil, R",MWF,10:10 AM,11:00 AM,N/A,36,2,14
CSC-466-01-2194,6868,Lab,"Scovil, R",MWF,11:10 AM,12:00 PM,N/A,36,2,14
CSC-466-02-2194,1477,Lec,"Vakalis, I",MW,08:10 AM,10:00 AM,N/A,36,0,4
CSC-466-03-2194,6860,Lec,"Khosmood, F",MWF,11:10 AM,12:00 PM,N/A,36,0,4
CSC-466-04-2194,6861,Lab,"Khosmood, F",MWF,12:10 PM,01:00 PM,N/A,26,0,10
CSC-468-01-2194,8796,Lec,"Khosmood, F",TR,12:10 PM,01:30 PM,N/A,4,0,0
CSC-468-02-2194,8797,Lab,"Khosmood, F",TR,01:40 PM,03:00 PM,N/A,N/A,N/A,N/A
CSC-474-01-2194,8076,Lec,"Stanchev, L",TR,01:40 PM,03:00 PM,N/A,N/A,N/A,N/A
CSC-474-02-2194,8077,Lab,"Stanchev, L",TR,03:10 PM,04:30 PM,N/A,N/A,N/A,N/A
CSC-480-01-2194,6789,Lec,"Eckhardt, C",TR,12:10 PM,01:30 PM,N/A,N/A,N/A,N/A
CSC-480-02-2194,6790,Lab,"Eckhardt, C",TR,01:40 PM,03:00 PM,N/A,N/A,N/A,N/A
CSC-480-03-2194,8057,Lec,"Assal, H",MWF,08:10 AM,09:00 AM,N/A,N/A,N/A,N/A
CSC-480-04-2194,8058,Lab,"Assal, H",MWF,09:10 AM,10:00 AM,N/A,0,0,N/A
CSC-481-01-2194,8059,Lec,"Kauffman, D",MWF,02:10 PM,03:00 PM,N/A,N/A,N/A,N/A
CSC-481-02-2194,8060,Lab,"Kauffman, D",MWF,03:10 PM,04:00 PM,N/A,N/A,N/A,N/A
CSC-484-01-2194,8061,Lec,"Assal, H",MWF,10:10 AM,11:00 AM,N/A,N/A,N/A,N/A
CSC-484-02-2194,8062,Lab,"Assal, H",MWF,11:10 AM,12:00 PM,N/A,N/A,N/A,N/A
CSC-484-03-2194,6864,Lec,"Abler, F",MWF,12:10 PM,01:00 PM,N/A,N/A,N/A,N/A
CSC-484-04-2194,6865,Lab,"Abler, F",MWF,01:10 PM,02:00 PM,N/A,N/A,N/A,20
CSC-486-01-2194,8940,Lec,"Sheets, E",TR,05:10 PM,06:30 PM,N/A,0,N/A,20
CSC-486-02-2194,8941,Lab,"Sheets, E",TR,06:40 PM,08:00 PM,N/A,0,N/A,20
CSC-490-01-2194,6862,Lec,"Kurfess, F",TR,08:10 AM,09:30 AM,N/A,0,16,35
CSC-491-01-2194,6863,Lab,"Kurfess, F",TR,09:40 AM,11:00 AM,N/A,10,N/A,20
CSC-491-02-2194,7247,Lec,"Staley, C",MWF,10:10 AM,11:00 AM,N/A,0,N/A,N/A
CSC-491-03-2194,6913,Ind,"DeBruhl II, B",N/A,N/A,N/A,N/A,N/A,N/A,N/A
CSC-491-04-2194,****,Ind,"Falessi, D",N/A,N/A,N/A,N/A,N/A,N/A,N/A
CSC-491-05-2194,****,Ind,"Turner, C",N/A,N/A,N/A,N/A,14,0,0
CSC-491-06-2194,****,Ind,"Kurfess, F",N/A,N/A,N/A,N/A,14,0,0
CSC-491-07-2194,****,Ind,"Vakalis, I",N/A,N/A,N/A,N/A,26,0,9
CSC-491-08-2194,****,Ind,"Clements, J",N/A,N/A,N/A,N/A,26,0,9
CSC-491-09-2194,****,Ind,"Wood, Z",N/A,N/A,N/A,N/A,15,0,5
CSC-491-10-2194,****,Ind,"Seng, J",N/A,N/A,N/A,N/A,15,0,5
CSC-491-11-2194,****,Ind,"Slivovsky, L",N/A,N/A,N/A,N/A,4,0,0
CSC-491-12-2194,****,Ind,"Eckhardt, C",N/A,N/A,N/A,N/A,0,0,0
CSC-491-13-2194,****,Ind,"Haungs, M",N/A,N/A,N/A,N/A,0,0,0
CSC-491-14-2194,****,Ind,"Janzen, D",N/A,N/A,N/A,N/A,0,0,0
CSC-491-15-2194,****,Ind,N/A,N/A,N/A,N/A,N/A,1,0,0
CSC-491-16-2194,****,Ind,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CSC-491-17-2194,****,Ind,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CSC-491-18-2194,****,Ind,N/A,N/A,N/A,N/A,N/A,0,0,N/A
CSC-491-19-2194,****,Ind,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CSC-491-20-2194,****,Ind,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10
CSC-491-21-2194,****,Ind,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A
CSC-491-22-2194,****,Ind,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CSC-491-23-2194,****,Ind,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CSC-491-24-2194,****,Ind,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CSC-491-25-2194,****,Ind,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
